Year,Age,Female,Male,Total
1936,54,3037.32,4026.84,7064.16
1936,55,3084.72,4065.59,7150.31
1936,56,3407.85,4424.17,7832.02
1936,57,3536.29,4549.78,8086.07
1936,58,3987.03,5038.41,9025.44
1936,59,4078.09,5199.05,9277.14
1936,60,4301.28,5451.72,9753
1936,61,4286.84,5405.27,9692.11
1936,62,4853.6,6246.71,11100.31
1936,63,5192.56,6239.04,11431.6
1936,64,5329.72,6453.26,11782.98
1936,65,5609.19,6514.14,12123.33
1936,66,5645.41,6436.7,12082.11
1936,67,5964.52,6940.74,12905.26
1936,68,6499.5,7179.24,13678.74
1936,69,6581.38,7417.21,13998.59
1936,70,6919.4,7400.26,14319.66
1936,71,6797.67,7240.91,14038.58
1936,72,7499.47,7686.79,15186.26
1936,73,7473.81,7606.86,15080.67
1936,74,7617.67,7422.16,15039.83
1936,75,7670.75,7207.62,14878.37
1936,76,7793.86,7264.97,15058.83
1936,77,7372.68,6348.15,13720.83
1936,78,7065.23,6208.19,13273.42
1936,79,6772.48,5840.06,12612.54
1936,80,6539.68,5268.37,11808.05
1936,81,5850.7,4442.49,10293.19
1936,82,5631.75,4113,9744.75
1936,83,4927.86,3521.91,8449.77
1936,84,4791.01,3254.22,8045.23
1936,85,4305.64,2783,7088.64
1936,86,3725.47,2211.56,5937.03
1936,87,2951.95,1670.95,4622.9
1936,88,2343.09,1318.2,3661.29
1936,89,1941.85,1033.29,2975.14
1936,90,1602.24,747.62,2349.86
1936,91,1253.14,597.68,1850.82
1936,92,980.51,435.88,1416.39
1936,93,734.38,277.19,1011.57
1936,94,557.72,211.63,769.35
1936,95,403.27,126.25,529.52
1936,96,293.36,99.51,392.87
1936,97,181.8,45.06,226.86
1936,98,140.97,37.53,178.5
1936,99,68.98,28.84,97.82
1936,100,43.86,11.77,55.63
1936,101,27.98,2.42,30.4
1936,102,14.27,1.6,15.87
1936,103,7.1,2,9.1
1936,104,4.09,0,4.09
1936,105,1.3,1,2.3
1936,106,1,0,1
1936,107,1,0,1
1936,108,1,0,1
1936,109,0,0,0
1936,110+,0,0,0
1937,0,18793,25401.23,44194.23
1937,1,3177,3796.03,6973.03
1937,2,1488,1607.02,3095.02
1937,3,1016,1156,2172
1937,4,883,997.01,1880.01
1937,5,825.83,989.22,1815.05
1937,6,714.02,788.01,1502.03
1937,7,569.22,673.09,1242.31
1937,8,495.38,551.5,1046.88
1937,9,430.54,480.19,910.73
1937,10,384.15,450.91,835.06
1937,11,391.03,397.49,788.52
1937,12,385.66,446.64,832.3
1937,13,459.03,514.34,973.37
1937,14,526.15,569.64,1095.79
1937,15,668.38,766.02,1434.4
1937,16,808.21,897.64,1705.85
1937,17,800.04,940.04,1740.08
1937,18,709.81,804.2,1514.01
1937,19,736.57,848.13,1584.7
1937,20,853.06,976.38,1829.44
1937,21,997.27,1002.05,1999.32
1937,22,1020.93,1133.64,2154.57
1937,23,1091.06,1145.22,2236.28
1937,24,1042.67,1163.75,2206.42
1937,25,1066.69,1122.18,2188.87
1937,26,1114.9,1115.27,2230.17
1937,27,1110.26,1149,2259.26
1937,28,1143.75,1191.32,2335.07
1937,29,1146.39,1175.26,2321.65
1937,30,1119.1,1194.13,2313.23
1937,31,1180.57,1187.18,2367.75
1937,32,1200.71,1288.72,2489.43
1937,33,1218.55,1302.75,2521.3
1937,34,1251.07,1327.27,2578.34
1937,35,1237.55,1386.93,2624.48
1937,36,1351.01,1438.29,2789.3
1937,37,1390.73,1475.04,2865.77
1937,38,1342.73,1499.15,2841.88
1937,39,1415.99,1551.63,2967.62
1937,40,1429.26,1579.14,3008.4
1937,41,1517.6,1549.37,3066.97
1937,42,1661.78,1881.01,3542.79
1937,43,1656.77,1891.06,3547.83
1937,44,1687.6,1946.49,3634.09
1937,45,1730.89,2109.66,3840.55
1937,46,1948.15,2292.76,4240.91
1937,47,2129,2380.15,4509.15
1937,48,2144.45,2648.8,4793.25
1937,49,2410.5,2921.71,5332.21
1937,50,2584.04,3121.29,5705.33
1937,51,2457.66,3098.18,5555.84
1937,52,2947.22,3721.74,6668.96
1937,53,2910.79,3764.98,6675.77
1937,54,3218.29,3898.91,7117.2
1937,55,2936.94,4049.86,6986.8
1937,56,3463.36,4467.17,7930.53
1937,57,3639.69,4738.15,8377.84
1937,58,3943.92,4960.8,8904.72
1937,59,4242.09,5446.14,9688.23
1937,60,4553.1,5471.73,10024.83
1937,61,4549.66,5713.86,10263.52
1937,62,5166.71,6542.12,11708.83
1937,63,5435.24,6749.5,12184.74
1937,64,5712.27,7089.98,12802.25
1937,65,5798.89,6897.23,12696.12
1937,66,5872.57,6863.74,12736.31
1937,67,6224.42,7338.16,13562.58
1937,68,6518.46,7514.45,14032.91
1937,69,6869.67,7723.65,14593.32
1937,70,7058.35,7627.51,14685.86
1937,71,6875.71,7336.14,14211.85
1937,72,7800.04,7824.31,15624.35
1937,73,8027.33,7892.01,15919.34
1937,74,8057.59,7932.26,15989.85
1937,75,7800.95,7333.47,15134.42
1937,76,8096.98,7351.4,15448.38
1937,77,7711.8,6943.49,14655.29
1937,78,7270.43,6339.73,13610.16
1937,79,7167.84,5857.12,13024.96
1937,80,6934.51,5342.39,12276.9
1937,81,6174.3,4760.27,10934.57
1937,82,6145.63,4376.49,10522.12
1937,83,5307.53,3761.05,9068.58
1937,84,5049,3328.94,8377.94
1937,85,4336.58,2678.16,7014.74
1937,86,3975.45,2438.78,6414.23
1937,87,3279.15,1842.81,5121.96
1937,88,2595.7,1403.23,3998.93
1937,89,2144.11,1144.05,3288.16
1937,90,1647.42,773.85,2421.27
1937,91,1294.95,553.9,1848.85
1937,92,1056.73,434.78,1491.51
1937,93,819.79,299.48,1119.27
1937,94,615.11,203.02,818.13
1937,95,425.96,140.39,566.35
1937,96,292.22,98.03,390.25
1937,97,184.27,58.5,242.77
1937,98,119.08,36.76,155.84
1937,99,76.09,27.48,103.57
1937,100,48.28,11.48,59.76
1937,101,29.8,7.01,36.81
1937,102,12.56,5.37,17.93
1937,103,4.27,1,5.27
1937,104,3.17,3,6.17
1937,105,3.3,0,3.3
1937,106,0,0,0
1937,107,0,0,0
1937,108,0,0,0
1937,109,0,0,0
1937,110+,0,0,0
1938,0,17348,23472,40820
1938,1,2900,3444,6344
1938,2,1312,1568,2880
1938,3,982,1160,2142
1938,4,829,891,1720
1938,5,829.53,939.02,1768.55
1938,6,710.94,768.34,1479.28
1938,7,586.18,627.54,1213.72
1938,8,531.25,521.59,1052.84
1938,9,397.13,469.5,866.63
1938,10,391.3,434,825.3
1938,11,364.69,482.02,846.71
1938,12,396.72,444.33,841.05
1938,13,424.45,454.9,879.35
1938,14,470.84,569.74,1040.58
1938,15,547.66,667.24,1214.9
1938,16,671.03,797.98,1469.01
1938,17,762.69,906.35,1669.04
1938,18,886.67,967.38,1854.05
1938,19,710.95,811.02,1521.97
1938,20,700.01,832.34,1532.35
1938,21,826.75,919.45,1746.2
1938,22,868.65,1013.38,1882.03
1938,23,988.7,1136.13,2124.83
1938,24,927.9,1042.71,1970.61
1938,25,982.09,1094.6,2076.69
1938,26,995.59,1036.86,2032.45
1938,27,990.24,1004.96,1995.2
1938,28,982.06,1122.9,2104.96
1938,29,1079.03,1123.69,2202.72
1938,30,1089.48,1148.89,2238.37
1938,31,1048.83,1096.65,2145.48
1938,32,1061.38,1156.49,2217.87
1938,33,1061.16,1179.46,2240.62
1938,34,1079.14,1181.52,2260.66
1938,35,1118.27,1294.16,2412.43
1938,36,1188.06,1281.2,2469.26
1938,37,1256.41,1481.12,2737.53
1938,38,1301.37,1483.92,2785.29
1938,39,1237.89,1425.59,2663.48
1938,40,1356.7,1454.64,2811.34
1938,41,1314.67,1481.11,2795.78
1938,42,1561.51,1655.49,3217
1938,43,1449.25,1688.78,3138.03
1938,44,1578.85,1775.98,3354.83
1938,45,1643.43,1940.19,3583.62
1938,46,1779.42,2077.6,3857.02
1938,47,1853.9,2170.3,4024.2
1938,48,2012.88,2469.31,4482.19
1938,49,2204.37,2694.59,4898.96
1938,50,2292.91,2892.68,5185.59
1938,51,2285.57,2905.59,5191.16
1938,52,2627.92,3348.86,5976.78
1938,53,2739.95,3500.47,6240.42
1938,54,2986.66,3711.41,6698.07
1938,55,2978.85,3807.5,6786.35
1938,56,3244.68,4016.03,7260.71
1938,57,3386.96,4414.77,7801.73
1938,58,3706.67,4811.74,8518.41
1938,59,3905.83,5020.94,8926.77
1938,60,4091.07,5248.38,9339.45
1938,61,4158.95,5304.14,9463.09
1938,62,4904.11,5900.25,10804.36
1938,63,5083.56,6272.71,11356.27
1938,64,5392.3,6665.51,12057.81
1938,65,5601.87,6970.77,12572.64
1938,66,5316.41,6422.89,11739.3
1938,67,5938.47,6996.02,12934.49
1938,68,6223.07,7118.13,13341.2
1938,69,6385.19,7427.21,13812.4
1938,70,6597.6,7275.17,13872.77
1938,71,6572.36,7201.51,13773.87
1938,72,7263.27,7547.13,14810.4
1938,73,7246.3,7546.01,14792.31
1938,74,7625.45,7517.17,15142.62
1938,75,7596.97,7168.9,14765.87
1938,76,7401.78,6757.44,14159.22
1938,77,7108.09,6542.09,13650.18
1938,78,7314.91,6277.85,13592.76
1938,79,6511.24,5568.73,12079.97
1938,80,6245.27,5201.58,11446.85
1938,81,5680.67,4646.88,10327.55
1938,82,5552.64,4198.49,9751.13
1938,83,5062.16,3579.41,8641.57
1938,84,4584.24,3180.65,7764.89
1938,85,4006.56,2582.72,6589.28
1938,86,3514.79,2137.65,5652.44
1938,87,3172.6,1827.01,4999.61
1938,88,2424.02,1358.75,3782.77
1938,89,1922,1044.89,2966.89
1938,90,1567.31,768.73,2336.04
1938,91,1173.77,526.47,1700.24
1938,92,943.13,394.41,1337.54
1938,93,698.35,266.53,964.88
1938,94,510.46,216.87,727.33
1938,95,319.2,127.9,447.1
1938,96,220.55,81.78,302.33
1938,97,193.09,53.33,246.42
1938,98,123.03,24.58,147.61
1938,99,59.36,18.26,77.62
1938,100,41.25,6.82,48.07
1938,101,32.31,4.29,36.6
1938,102,12.99,2,14.99
1938,103,6.98,2,8.98
1938,104,6.25,0,6.25
1938,105,3,1,4
1938,106,0,1,1
1938,107,0,1,1
1938,108,2,0,2
1938,109,0,0,0
1938,110+,0,0,0
1939,0,16549,22375.63,38924.63
1939,1,2067,2409.07,4476.07
1939,2,1007,1188.04,2195.04
1939,3,764,896.02,1660.02
1939,4,628,821.02,1449.02
1939,5,596.64,749.35,1345.99
1939,6,500.81,622.52,1123.33
1939,7,435.71,543.55,979.26
1939,8,368.28,486.45,854.73
1939,9,346.56,411.19,757.75
1939,10,322.87,378.35,701.22
1939,11,285.5,412.08,697.58
1939,12,342.77,362.9,705.67
1939,13,382.67,412.83,795.5
1939,14,435.22,467.87,903.09
1939,15,549.45,593,1142.45
1939,16,588.68,684.12,1272.8
1939,17,729.95,755.23,1485.18
1939,18,792.26,866.33,1658.59
1939,19,893.65,1018.4,1912.05
1939,20,691.21,761.98,1453.19
1939,21,725.51,750.06,1475.57
1939,22,805.72,908.19,1713.91
1939,23,901.81,918.35,1820.16
1939,24,981.78,1061.53,2043.31
1939,25,990,1020.91,2010.91
1939,26,1055.85,1087.14,2142.99
1939,27,993.65,1022.4,2016.05
1939,28,1008.4,975.69,1984.09
1939,29,1011.12,1014.99,2026.11
1939,30,991.55,1076.31,2067.86
1939,31,1031.66,1047.66,2079.32
1939,32,1064.18,1118,2182.18
1939,33,1047.12,1163.38,2210.5
1939,34,1113.48,1175.77,2289.25
1939,35,1119.66,1249.56,2369.22
1939,36,1157.39,1309.28,2466.67
1939,37,1200.05,1295.32,2495.37
1939,38,1226.66,1582.66,2809.32
1939,39,1287.22,1447.33,2734.55
1939,40,1286.23,1516.68,2802.91
1939,41,1299.67,1439.25,2738.92
1939,42,1551.06,1630.44,3181.5
1939,43,1503.38,1603.21,3106.59
1939,44,1625.64,1755.59,3381.23
1939,45,1683.67,1886.35,3570.02
1939,46,1802.64,2100.73,3903.37
1939,47,1931.41,2250.47,4181.88
1939,48,2070.97,2484.58,4555.55
1939,49,2200.3,2645.09,4845.39
1939,50,2336.45,2940.79,5277.24
1939,51,2362.55,2922.89,5285.44
1939,52,2708.62,3375.24,6083.86
1939,53,2747.67,3588.8,6336.47
1939,54,3027.7,4041.6,7069.3
1939,55,3026.1,3945.25,6971.35
1939,56,3272.37,4279.28,7551.65
1939,57,3344.93,4553.3,7898.23
1939,58,3934.75,5250.3,9185.05
1939,59,4020.84,5366.3,9387.14
1939,60,4119.19,5519.24,9638.43
1939,61,4285.82,5498,9783.82
1939,62,4939.73,6372.55,11312.28
1939,63,5312.9,6657.86,11970.76
1939,64,5577.34,6968.93,12546.27
1939,65,5724.26,7053.77,12778.03
1939,66,5811.46,6922.3,12733.76
1939,67,6097.13,7279.48,13376.61
1939,68,6525.27,7578.31,14103.58
1939,69,7023.9,7878.81,14902.71
1939,70,7211.6,7870.45,15082.05
1939,71,7139.7,7656.19,14795.89
1939,72,7850.8,8214.54,16065.34
1939,73,7876.91,8171.51,16048.42
1939,74,8120.01,8037.08,16157.09
1939,75,8233,7730.59,15963.59
1939,76,8113.45,7492.45,15605.9
1939,77,7527.25,6885.03,14412.28
1939,78,7750.41,6804.3,14554.71
1939,79,7526.91,6379.28,13906.19
1939,80,7121.98,5610.19,12732.17
1939,81,6291.41,4862.86,11154.27
1939,82,6219.43,4760.51,10979.94
1939,83,5836.01,4219.13,10055.14
1939,84,5366.17,3570.75,8936.92
1939,85,4465.28,2905.81,7371.09
1939,86,3993.94,2351.11,6345.05
1939,87,3397.49,1937.13,5334.62
1939,88,2903.96,1521.86,4425.82
1939,89,2302.34,1153.29,3455.63
1939,90,1783.78,875.78,2659.56
1939,91,1357.93,593.71,1951.64
1939,92,1015.93,432.42,1448.35
1939,93,803.81,317.92,1121.73
1939,94,609.55,216.21,825.76
1939,95,443.89,131.63,575.52
1939,96,291.29,98.52,389.81
1939,97,193.95,62.42,256.37
1939,98,139.35,33.11,172.46
1939,99,94.67,25.74,120.41
1939,100,47.41,11.95,59.36
1939,101,27.09,6.62,33.71
1939,102,11.55,6,17.55
1939,103,5.51,0,5.51
1939,104,7.3,0,7.3
1939,105,1,0,1
1939,106,3,0,3
1939,107,1,0,1
1939,108,1,0,1
1939,109,0,0,0
1939,110+,0,0,0
1940,0,17898,24944.42,42842.42
1940,1,2871,3479.73,6350.73
1940,2,1582,1750.35,3332.35
1940,3,1118,1303.27,2421.27
1940,4,883,1056.22,1939.22
1940,5,796.88,1020.95,1817.83
1940,6,689.17,799.69,1488.86
1940,7,576.64,703.08,1279.72
1940,8,500.26,541.12,1041.38
1940,9,444.06,531.8,975.86
1940,10,418.66,504.48,923.14
1940,11,374.63,452.55,827.18
1940,12,431.6,494.35,925.95
1940,13,508.57,500.88,1009.45
1940,14,563.54,671.16,1234.7
1940,15,705.31,787.38,1492.69
1940,16,840.03,961.38,1801.41
1940,17,900.47,1076.38,1976.85
1940,18,1009.65,1155.36,2165.01
1940,19,1217.55,1179.36,2396.91
1940,20,1259.84,1087.98,2347.82
1940,21,946.96,712.77,1659.73
1940,22,898.54,793.39,1691.93
1940,23,1053.57,928.82,1982.39
1940,24,1067.1,1091.06,2158.16
1940,25,1214.06,1106.82,2320.88
1940,26,1167.24,1270.84,2438.08
1940,27,1132.6,1227.84,2360.44
1940,28,1204.18,1268.81,2472.99
1940,29,1230.95,1283.74,2514.69
1940,30,1258.63,1360.75,2619.38
1940,31,1158.11,1383.22,2541.33
1940,32,1282.08,1471.24,2753.32
1940,33,1261.59,1420.83,2682.42
1940,34,1265.6,1500.98,2766.58
1940,35,1327.04,1680.57,3007.61
1940,36,1382.63,1637.11,3019.74
1940,37,1395.31,1686.46,3081.77
1940,38,1454.09,1833.62,3287.71
1940,39,1573.92,1984.6,3558.52
1940,40,1748.44,1956.14,3704.58
1940,41,1538,1881.14,3419.14
1940,42,1733.18,2013.33,3746.51
1940,43,1700.99,2044.7,3745.69
1940,44,1754.42,2156.26,3910.68
1940,45,1946.46,2336.97,4283.43
1940,46,2034.98,2459.65,4494.63
1940,47,2149.95,2742.26,4892.21
1940,48,2287.37,2874.79,5162.16
1940,49,2610.25,3120.26,5730.51
1940,50,2720.9,3504.5,6225.4
1940,51,2524.6,3473.8,5998.4
1940,52,3051.63,4138.02,7189.65
1940,53,3163.05,4281.16,7444.21
1940,54,3463.83,4541.2,8005.03
1940,55,3464.26,4676.37,8140.63
1940,56,3736.65,5139.49,8876.14
1940,57,3871.33,5607.76,9479.09
1940,58,4216.28,5922.2,10138.48
1940,59,4624.5,6231.78,10856.28
1940,60,4941.64,6455.71,11397.35
1940,61,4756.27,6362.64,11118.91
1940,62,5451.06,7178.75,12629.81
1940,63,5945.98,7645.05,13591.03
1940,64,6372.06,8133.54,14505.6
1940,65,6678.91,8143.72,14822.63
1940,66,6411.2,7979.72,14390.92
1940,67,7142.53,8454.05,15596.58
1940,68,7346.95,8536.73,15883.68
1940,69,7726.41,8751.74,16478.15
1940,70,8097.04,8868.66,16965.7
1940,71,7981.25,8283.8,16265.05
1940,72,8727.13,9010.7,17737.83
1940,73,8873.67,8880.36,17754.03
1940,74,8923.9,8747.81,17671.71
1940,75,9021.24,8527.23,17548.47
1940,76,9202.48,8364.4,17566.88
1940,77,8757.05,7616.54,16373.59
1940,78,8447.99,7384.64,15832.63
1940,79,8365.24,6981.71,15346.95
1940,80,8029.76,6279.67,14309.43
1940,81,6953.12,5521.3,12474.42
1940,82,6926.24,5017.52,11943.76
1940,83,6332.12,4644.32,10976.44
1940,84,5847.76,4006.71,9854.47
1940,85,5082.73,3176.55,8259.28
1940,86,4329.36,2735.22,7064.58
1940,87,3674.17,2094.58,5768.75
1940,88,3158.24,1570.66,4728.9
1940,89,2633.51,1300.41,3933.92
1940,90,2121.92,936.21,3058.13
1940,91,1400.08,651.35,2051.43
1940,92,1172.92,455.18,1628.1
1940,93,888.45,314.7,1203.15
1940,94,661.64,239.91,901.55
1940,95,471.72,162.26,633.98
1940,96,347.77,97.05,444.82
1940,97,199.43,65.65,265.08
1940,98,144.43,37.84,182.27
1940,99,81.38,22.47,103.85
1940,100,48.31,16.13,64.44
1940,101,36.65,3.58,40.23
1940,102,16.92,4.07,20.99
1940,103,7.8,1,8.8
1940,104,6.6,0,6.6
1940,105,0,1,1
1940,106,2,0,2
1940,107,0,0,0
1940,108,1,0,1
1940,109,0,0,0
1940,110+,0,0,0
1941,0,18616.35,25428.63,44044.98
1941,1,3075.05,3417.06,6492.11
1941,2,1644.03,1844.56,3488.59
1941,3,1268.02,1493.48,2761.5
1941,4,1013.01,1199.38,2212.39
1941,5,882.36,1034,1916.36
1941,6,687.19,907.2,1594.39
1941,7,577.29,692.91,1270.2
1941,8,488.74,616.15,1104.89
1941,9,431.48,549.89,981.37
1941,10,410.27,508.68,918.95
1941,11,428.08,519.58,947.66
1941,12,411.64,513.13,924.77
1941,13,463.98,518.31,982.29
1941,14,555.06,658.13,1213.19
1941,15,724.93,827.99,1552.92
1941,16,811.64,946.56,1758.2
1941,17,930.17,1124.23,2054.4
1941,18,1001.55,1137.01,2138.56
1941,19,1093.79,1118.88,2212.67
1941,20,1186.07,1028.92,2214.99
1941,21,1251.19,923.39,2174.58
1941,22,984.37,716.34,1700.71
1941,23,924.59,812.78,1737.37
1941,24,1006.87,915.7,1922.57
1941,25,1106.98,945.49,2052.47
1941,26,1148,1061.77,2209.77
1941,27,1211.72,1102.94,2314.66
1941,28,1127.13,1162.99,2290.12
1941,29,1172.25,1124.94,2297.19
1941,30,1190.15,1264.13,2454.28
1941,31,1140.28,1302.01,2442.29
1941,32,1225.7,1372.95,2598.65
1941,33,1245.45,1358.94,2604.39
1941,34,1194.51,1421.98,2616.49
1941,35,1237.19,1540.85,2778.04
1941,36,1277.69,1627.55,2905.24
1941,37,1260.31,1692.86,2953.17
1941,38,1349.03,1725.76,3074.79
1941,39,1431.89,1842.27,3274.16
1941,40,1434.36,1901.27,3335.63
1941,41,1578.52,2008.29,3586.81
1941,42,1527.84,1991.22,3519.06
1941,43,1699.34,1942.07,3641.41
1941,44,1742.04,2082.84,3824.88
1941,45,1841.35,2241.1,4082.45
1941,46,1952.11,2232.27,4184.38
1941,47,2003.74,2471.96,4475.7
1941,48,2206.25,2645.15,4851.4
1941,49,2407.67,2855.84,5263.51
1941,50,2422.51,3091.53,5514.04
1941,51,2424.94,3146.12,5571.06
1941,52,2676.5,3604.1,6280.6
1941,53,2914.2,3843.45,6757.65
1941,54,3032.03,4182.21,7214.24
1941,55,3035.52,4229.44,7264.96
1941,56,3306.78,4633.59,7940.37
1941,57,3455.35,4908.73,8364.08
1941,58,3926.2,5324.9,9251.1
1941,59,4038.36,5643.06,9681.42
1941,60,4429.76,6032.9,10462.66
1941,61,4286.27,5816.09,10102.36
1941,62,4829.82,6365.27,11195.09
1941,63,5251.41,6766.45,12017.86
1941,64,5553.05,7218.63,12771.68
1941,65,6056.4,7631.47,13687.87
1941,66,6050.06,7190.62,13240.68
1941,67,6373.7,7795.73,14169.43
1941,68,6628.33,8086.79,14715.12
1941,69,6894.91,7898.82,14793.73
1941,70,7304.61,7924.69,15229.3
1941,71,7111.87,7670.99,14782.86
1941,72,7916.83,8255.63,16172.46
1941,73,8036.45,8195.57,16232.02
1941,74,8046.79,8089.84,16136.63
1941,75,8153.96,7763.77,15917.73
1941,76,8242.54,7775.65,16018.19
1941,77,7847.71,7153.82,15001.53
1941,78,7843.47,6886.26,14729.73
1941,79,7403.79,6256,13659.79
1941,80,7076.78,5823.14,12899.92
1941,81,6594.8,5176.04,11770.84
1941,82,6260.94,4677.82,10938.76
1941,83,5730.21,3990.49,9720.7
1941,84,5372.61,3733.04,9105.65
1941,85,4720.06,2949.98,7670.04
1941,86,4093.38,2422.42,6515.8
1941,87,3518.45,1958.87,5477.32
1941,88,2848.33,1322.32,4170.65
1941,89,2434.97,1244.8,3679.77
1941,90,1900.02,884.96,2784.98
1941,91,1466.94,594.54,2061.48
1941,92,1149.34,452.2,1601.54
1941,93,824.21,281.99,1106.2
1941,94,594.55,185.89,780.44
1941,95,419.07,134.22,553.29
1941,96,271.74,89.17,360.91
1941,97,198.95,50.62,249.57
1941,98,111.54,30.45,141.99
1941,99,71.23,13.47,84.7
1941,100,52.22,13.33,65.55
1941,101,27.07,5.81,32.88
1941,102,11.32,3.01,14.33
1941,103,9.88,0,9.88
1941,104,2,1,3
1941,105,2,0,2
1941,106,0,0,0
1941,107,0,0,0
1941,108,1,0,1
1941,109,0,0,0
1941,110+,0,0,0
1942,0,17294.08,23514.89,40808.97
1942,1,1847.01,2222.26,4069.27
1942,2,985.01,1211.14,2196.15
1942,3,861,975.11,1836.11
1942,4,710,899.1,1609.1
1942,5,651.05,782.5,1433.55
1942,6,494.79,664.31,1159.1
1942,7,373.87,515.4,889.27
1942,8,344.28,430.74,775.02
1942,9,291.02,410.34,701.36
1942,10,273.6,396.63,670.23
1942,11,278,377.28,655.28
1942,12,329.7,388.69,718.39
1942,13,341.7,435.86,777.56
1942,14,415.02,483.79,898.81
1942,15,517.27,592.97,1110.24
1942,16,571.03,637.44,1208.47
1942,17,647.88,765.72,1413.6
1942,18,777.87,826.76,1604.63
1942,19,790.97,825.61,1616.58
1942,20,911.83,740.69,1652.52
1942,21,986.98,852.81,1839.79
1942,22,1025.07,844.44,1869.51
1942,23,764.09,646.59,1410.68
1942,24,818.06,646.23,1464.29
1942,25,904.86,723.58,1628.44
1942,26,907.2,792.45,1699.65
1942,27,992.98,844.02,1837
1942,28,1036.17,888.3,1924.47
1942,29,1033.8,861.29,1895.09
1942,30,962.03,894.21,1856.24
1942,31,921.4,916.89,1838.29
1942,32,1032.09,1084.54,2116.63
1942,33,1006.11,1081.18,2087.29
1942,34,1049.42,1024.79,2074.21
1942,35,1114.36,1158.51,2272.87
1942,36,1129.15,1137.91,2267.06
1942,37,1095.07,1281.12,2376.19
1942,38,1198.13,1368.15,2566.28
1942,39,1212.34,1466.98,2679.32
1942,40,1189.02,1451.79,2640.81
1942,41,1363.48,1666.1,3029.58
1942,42,1517.08,1795.1,3312.18
1942,43,1390.8,1623.76,3014.56
1942,44,1408.65,1718.08,3126.73
1942,45,1631.46,1941.06,3572.52
1942,46,1747.57,1970.59,3718.16
1942,47,1846.85,2176.67,4023.52
1942,48,1848.29,2300.31,4148.6
1942,49,2097.87,2535.46,4633.33
1942,50,2083.22,2615.88,4699.1
1942,51,2164.85,2715.38,4880.23
1942,52,2427.34,3207.69,5635.03
1942,53,2461.7,3302.8,5764.5
1942,54,2743.94,3709.71,6453.65
1942,55,2662.37,3673.54,6335.91
1942,56,3057.19,4053.75,7110.94
1942,57,3242.71,4430.46,7673.17
1942,58,3538.94,4723.68,8262.62
1942,59,3820.87,5053.39,8874.26
1942,60,3837.33,5182,9019.33
1942,61,3983.63,5307.03,9290.66
1942,62,4644.57,5826.86,10471.43
1942,63,4649.16,6164.51,10813.67
1942,64,5023.4,6542.94,11566.34
1942,65,5384.66,6892.91,12277.57
1942,66,5502.45,6882.22,12384.67
1942,67,5877.12,7282.58,13159.7
1942,68,6126.7,7597.99,13724.69
1942,69,6419.16,7813.45,14232.61
1942,70,6554.17,7496.4,14050.57
1942,71,6546.47,7253.58,13800.05
1942,72,7256.69,7985.4,15242.09
1942,73,7224.85,7733.89,14958.74
1942,74,7499.95,7658.02,15157.97
1942,75,7453.39,7183.68,14637.07
1942,76,7598.76,7285.36,14884.12
1942,77,7278.5,6685.9,13964.4
1942,78,7339.54,6501.33,13840.87
1942,79,7081.95,6114.65,13196.6
1942,80,6570.27,5321.4,11891.67
1942,81,6261.77,4785.9,11047.67
1942,82,6033.05,4486.68,10519.73
1942,83,5274.1,3912.77,9186.87
1942,84,4829.93,3369.14,8199.07
1942,85,4404.63,2775.73,7180.36
1942,86,3846.62,2333.24,6179.86
1942,87,3196.01,1841.54,5037.55
1942,88,2613.79,1434.69,4048.48
1942,89,2290.99,1123.64,3414.63
1942,90,1739.88,801.72,2541.6
1942,91,1335.7,600.1,1935.8
1942,92,1004.77,443.05,1447.82
1942,93,749.07,309.6,1058.67
1942,94,511.59,184.73,696.32
1942,95,381.35,124.59,505.94
1942,96,243.26,82.49,325.75
1942,97,173.76,59.57,233.33
1942,98,106.86,32.39,139.25
1942,99,68.46,21.84,90.3
1942,100,42.62,5.85,48.47
1942,101,28.58,4.29,32.87
1942,102,14.88,1,15.88
1942,103,3.93,1,4.93
1942,104,0.3,0,0.3
1942,105,0,0,0
1942,106,0,1,1
1942,107,0,1,1
1942,108,1,0,1
1942,109,0,0,0
1942,110+,0,0,0
1943,0,17915,24156.06,42071.06
1943,1,1993,2262.2,4255.2
1943,2,965,1082.07,2047.07
1943,3,757,928.08,1685.08
1943,4,680,750.07,1430.07
1943,5,570.35,741.21,1311.56
1943,6,455.92,626.31,1082.23
1943,7,381.25,517.63,898.88
1943,8,342.33,465.16,807.49
1943,9,287.15,420.91,708.06
1943,10,277.38,359.35,636.73
1943,11,315.42,361.3,676.72
1943,12,326.95,369.25,696.2
1943,13,356.91,402.18,759.09
1943,14,420.35,467.09,887.44
1943,15,516.29,550.39,1066.68
1943,16,571.8,617.65,1189.45
1943,17,611.97,730.3,1342.27
1943,18,693.77,675.31,1369.08
1943,19,772.2,697.71,1469.91
1943,20,807.72,716.59,1524.31
1943,21,880.21,771.46,1651.67
1943,22,928.17,751.42,1679.59
1943,23,1002.54,756.47,1759.01
1943,24,775.36,608.63,1383.99
1943,25,763.19,622.68,1385.87
1943,26,819.31,672.71,1492.02
1943,27,869.33,702.51,1571.84
1943,28,1013.21,759.09,1772.3
1943,29,947.96,859.44,1807.4
1943,30,994.27,870.08,1864.35
1943,31,996.76,844.1,1840.86
