Year,Age,Female,Male,Total
1959,9,91.04,141.54,232.58
1959,10,110.83,150.01,260.84
1959,11,103.74,161.71,265.45
1959,12,139.33,204.6,343.93
1959,13,135.59,160.69,296.28
1959,14,107.51,190.98,298.49
1959,15,108.16,245.42,353.58
1959,16,140.72,301.91,442.63
1959,17,129.24,290.39,419.63
1959,18,123.72,358.89,482.61
1959,19,131.16,389.39,520.55
1959,20,148.64,375.84,524.48
1959,21,172.43,397.09,569.52
1959,22,176.61,342.06,518.67
1959,23,186.19,351.78,537.97
1959,24,184.14,349.23,533.37
1959,25,182.35,324.52,506.87
1959,26,200.24,323.13,523.37
1959,27,218.66,336.18,554.84
1959,28,225.62,349.64,575.26
1959,29,264.13,378.53,642.66
1959,30,266.5,359.98,626.48
1959,31,289.05,386.49,675.54
1959,32,316.09,473.2,789.29
1959,33,352.65,470.11,822.76
1959,34,401.7,487.23,888.93
1959,35,461.88,593.09,1054.97
1959,36,473.63,617.97,1091.6
1959,37,500.6,719.43,1220.03
1959,38,692.76,864.45,1557.21
1959,39,737.13,899.05,1636.18
1959,40,581.18,781.32,1362.5
1959,41,590.82,816.67,1407.49
1959,42,760.53,941.21,1701.74
1959,43,872.31,1152.94,2025.25
1959,44,984.16,1335.85,2320.01
1959,45,1099.61,1496.07,2595.68
1959,46,1197.77,1658.1,2855.87
1959,47,1343.16,1917.07,3260.23
1959,48,1421.79,2131.96,3553.75
1959,49,1578.66,2458.78,4037.44
1959,50,1775.54,2691.34,4466.88
1959,51,1836.46,2993.84,4830.3
1959,52,2044.19,3392.07,5436.26
1959,53,2054.74,3678.03,5732.77
1959,54,2365.09,4221.72,6586.81
1959,55,2388.54,4344.04,6732.58
1959,56,2690.24,4901.5,7591.74
1959,57,2772.47,5343.98,8116.45
1959,58,3359.23,6096.49,9455.72
1959,59,3465.53,6184.01,9649.54
1959,60,3600.57,5981.79,9582.36
1959,61,3695.19,6140.62,9835.81
1959,62,4240.6,6569.73,10810.33
1959,63,4475.82,6862.11,11337.93
1959,64,4942.83,7332.76,12275.59
1959,65,5250.32,7410.76,12661.08
1959,66,5490.04,7649.39,13139.43
1959,67,5838.69,7935.71,13774.4
1959,68,6330.24,8211.71,14541.95
1959,69,6990.72,8664.42,15655.14
1959,70,7322.26,8763.17,16085.43
1959,71,7635.44,8579.38,16214.82
1959,72,8528.42,9408.39,17936.81
1959,73,9096.17,9462.22,18558.39
1959,74,9716.71,9732.85,19449.56
1959,75,9717.4,9319.43,19036.83
1959,76,10383.67,9338.5,19722.17
1959,77,10182.86,9035.19,19218.05
1959,78,10976,9334.48,20310.48
1959,79,11039.07,8793.4,19832.47
1959,80,10472.06,8263.46,18735.52
1959,81,10166.95,7758.76,17925.71
1959,82,10288.72,7374.83,17663.55
1959,83,9787.36,6852.67,16640.03
1959,84,9377.9,6310.28,15688.18
1959,85,8162.25,5334.94,13497.19
1959,86,7392.14,4540.85,11932.99
1959,87,6214.52,3680.27,9894.79
1959,88,5432.38,3082.23,8514.61
1959,89,4554.71,2333.71,6888.42
1959,90,3656.49,1678.09,5334.58
1959,91,2945.48,1305.82,4251.3
1959,92,2367.63,868.27,3235.9
1959,93,1825.96,597.45,2423.41
1959,94,1280.45,438.36,1718.81
1959,95,959.95,308.57,1268.52
1959,96,729.85,208.39,938.24
1959,97,471.97,112.41,584.38
1959,98,279.32,80.61,359.93
1959,99,186.91,36.02,222.93
1959,100,103.28,18.31,121.59
1959,101,67.68,13.28,80.96
1959,102,42.78,7.42,50.2
1959,103,19.49,3,22.49
1959,104,3.75,0,3.75
1959,105,2,0,2
1959,106,3,0,3
1959,107,1,0,1
1959,108,0,0,0
1959,109,1,0,1
1959,110+,0,0,0
1960,0,8710,11951,20661
1960,1,539,687,1226
1960,2,325,432,757
1960,3,239,295,534
1960,4,185,242,427
1960,5,157.36,241.01,398.37
1960,6,137.56,243.62,381.18
1960,7,135.58,179.72,315.3
1960,8,118.42,198.3,316.72
1960,9,117.09,182.35,299.44
1960,10,99.96,165.65,265.61
1960,11,105.57,151.25,256.82
1960,12,117.29,178.93,296.22
1960,13,100.12,183.67,283.79
1960,14,114.06,177.48,291.54
1960,15,114.84,190.42,305.26
1960,16,125.41,309.71,435.12
1960,17,137.49,356.4,493.89
1960,18,120.08,341.49,461.57
1960,19,137.18,397.98,535.16
1960,20,145.98,394.73,540.71
1960,21,162.24,413.14,575.38
1960,22,130.16,401.08,531.24
1960,23,156.71,352.53,509.24
1960,24,158.91,351.51,510.42
1960,25,155.51,321.13,476.64
1960,26,208.56,326.88,535.44
1960,27,194.8,347.92,542.72
1960,28,210.24,346.24,556.48
1960,29,252.88,378.82,631.7
1960,30,248.23,377.77,626
1960,31,248.39,383.4,631.79
1960,32,287.87,396.82,684.69
1960,33,318.69,470.01,788.7
1960,34,385.81,513.98,899.79
1960,35,413.51,560.54,974.05
1960,36,454.71,592.88,1047.59
1960,37,535.65,706.81,1242.46
1960,38,607.34,804.33,1411.67
1960,39,657.78,942.44,1600.22
1960,40,761.89,976.77,1738.66
1960,41,596.36,826.78,1423.14
1960,42,660.11,908.09,1568.2
1960,43,765.16,1078.71,1843.87
1960,44,990.5,1205.64,2196.14
1960,45,1162.55,1476.87,2639.42
1960,46,1190.03,1695.48,2885.51
1960,47,1317.35,1863.44,3180.79
1960,48,1419.53,2124.76,3544.29
1960,49,1584.54,2478.45,4062.99
1960,50,1773.62,2798.21,4571.83
1960,51,1756.6,2916.79,4673.39
1960,52,2047.69,3323.88,5371.57
1960,53,2124.88,3672.5,5797.38
1960,54,2341.19,4080.63,6421.82
1960,55,2410.58,4476.17,6886.75
1960,56,2622.94,5029.6,7652.54
1960,57,2826.24,5255.82,8082.06
1960,58,3063.51,5762.81,8826.32
1960,59,3343.73,6203.58,9547.31
1960,60,3741.41,6540.02,10281.43
1960,61,3538.64,6207.69,9746.33
1960,62,4226.93,6618.47,10845.4
1960,63,4653.3,7076.39,11729.69
1960,64,4804.72,7125.43,11930.15
1960,65,5093.31,7250.54,12343.85
1960,66,5334.47,7279.58,12614.05
1960,67,6088.32,8091.51,14179.83
1960,68,6505.85,8314.33,14820.18
1960,69,6800.04,8531.03,15331.07
1960,70,7272.9,8621.84,15894.74
1960,71,7583.26,8581.57,16164.83
1960,72,8186.11,9009.45,17195.56
1960,73,8654.45,9347.48,18001.93
1960,74,9325.28,9363.65,18688.93
1960,75,9882.79,9283.51,19166.3
1960,76,10076.79,9440.23,19517.02
1960,77,10329.5,8870.38,19199.88
1960,78,10896.9,8879.95,19776.85
1960,79,10787.01,8802.94,19589.95
1960,80,10908.71,8097.84,19006.55
1960,81,10086.68,7434.58,17521.26
1960,82,10123.83,7382.66,17506.49
1960,83,9856.14,6754.08,16610.22
1960,84,9458.62,6360.84,15819.46
1960,85,8549.93,5383.26,13933.19
1960,86,7456.63,4508.59,11965.22
1960,87,6538.36,3779.16,10317.52
1960,88,5514.13,2931.98,8446.11
1960,89,4626.95,2302.03,6928.98
1960,90,3863.92,1803.11,5667.03
1960,91,2873.57,1270.38,4143.95
1960,92,2424.01,968.63,3392.64
1960,93,1835.24,640.84,2476.08
1960,94,1314.26,464.04,1778.3
1960,95,950.39,289.24,1239.63
1960,96,704.85,187.56,892.41
1960,97,421.95,141.05,563
1960,98,315.71,75.68,391.39
1960,99,176.1,41.47,217.57
1960,100,110.41,23.43,133.84
1960,101,65.47,12.22,77.69
1960,102,43.82,8.35,52.17
1960,103,31,5,36
1960,104,9.31,1,10.31
1960,105,11,0,11
1960,106,0,0,0
1960,107,0,0,0
1960,108,0,0,0
1960,109,0,0,0
1960,110+,0,0,0
1961,0,8837,12048,20885
1961,1,550,785,1335
1961,2,347,484,831
1961,3,267,306,573
1961,4,187,261,448
1961,5,159.45,222.23,381.68
1961,6,112.3,212.61,324.91
1961,7,119.27,191.69,310.96
1961,8,115.38,159.49,274.87
1961,9,94.6,173.98,268.58
1961,10,90.71,135.45,226.16
1961,11,97.71,159.94,257.65
1961,12,99.35,166.71,266.06
1961,13,116.65,180.78,297.43
1961,14,124.58,220.12,344.7
1961,15,120.25,217.51,337.76
1961,16,138.98,305.9,444.88
1961,17,142.85,411.05,553.9
1961,18,149.88,398.94,548.82
1961,19,160.04,378.6,538.64
1961,20,130.36,391.89,522.25
1961,21,151.88,355.32,507.2
1961,22,186.59,393.78,580.37
1961,23,184.52,349.25,533.77
1961,24,195.65,342.75,538.4
1961,25,179.95,339.67,519.62
1961,26,185.28,366.57,551.85
1961,27,157.6,345.83,503.43
1961,28,190.92,352.46,543.38
1961,29,228.25,349.46,577.71
1961,30,253.73,427.69,681.42
1961,31,279.05,394.55,673.6
1961,32,303.39,429.91,733.3
1961,33,325.73,450.76,776.49
1961,34,349.1,490.1,839.2
1961,35,381.27,602.78,984.05
1961,36,416.44,602.16,1018.6
1961,37,512.4,681.07,1193.47
1961,38,571.17,760.51,1331.68
1961,39,667.72,859.48,1527.2
1961,40,748.33,1008.57,1756.9
1961,41,853.97,1085.09,1939.06
1961,42,696.91,972.59,1669.5
1961,43,765.13,1015.12,1780.25
1961,44,881.65,1211.64,2093.29
1961,45,1031.44,1505.11,2536.55
1961,46,1222.43,1654.35,2876.78
1961,47,1353.61,1936.29,3289.9
1961,48,1489.99,2124.94,3614.93
1961,49,1523.54,2427.3,3950.84
1961,50,1700.19,2643.29,4343.48
1961,51,1868.57,2980.6,4849.17
1961,52,2102.57,3412.15,5514.72
1961,53,2290.2,3821.95,6112.15
1961,54,2368.46,4050,6418.46
1961,55,2380.52,4400.87,6781.39
1961,56,2689.09,5123.84,7812.93
1961,57,2986.32,5432.51,8418.83
1961,58,3154.24,6042.87,9197.11
1961,59,3372.84,6399.91,9772.75
1961,60,3775.08,6952.48,10727.56
1961,61,4028.9,7191.83,11220.73
1961,62,4310.25,7047.79,11358.04
1961,63,4619.16,7438.36,12057.52
1961,64,4973.61,7555.54,12529.15
1961,65,5284.72,7780.66,13065.38
1961,66,5610.99,7890.94,13501.93
1961,67,6162.52,8524.71,14687.23
1961,68,6776.34,8676.97,15453.31
1961,69,7140.42,8869.73,16010.15
1961,70,7804.98,8834.78,16639.76
1961,71,7896.86,8992.46,16889.32
1961,72,8910.28,9467.57,18377.85
1961,73,9421.21,9653.11,19074.32
1961,74,9778.68,9717.08,19495.76
1961,75,10306.66,9746.76,20053.42
1961,76,10611.04,9926.17,20537.21
1961,77,10849.82,9295.59,20145.41
1961,78,11072.97,9078.02,20150.99
1961,79,11320.53,8906.46,20226.99
1961,80,11288.06,8477.38,19765.44
1961,81,11165.97,8018.71,19184.68
1961,82,10902.83,7481.92,18384.75
1961,83,10503.67,6908,17411.67
1961,84,9802.47,6531.97,16334.44
1961,85,9069.23,5566.31,14635.54
1961,86,8366.91,4993.96,13360.87
1961,87,6886.49,4064.41,10950.9
1961,88,6010.99,3294.64,9305.63
1961,89,4906.4,2623.67,7530.07
1961,90,4110.6,1959.77,6070.37
1961,91,3329.16,1423,4752.16
1961,92,2573.96,1061.61,3635.57
1961,93,2002,748.61,2750.61
1961,94,1497.27,503,2000.27
1961,95,1115.48,322.85,1438.33
1961,96,799.42,240.39,1039.81
1961,97,532.78,128.66,661.44
1961,98,371.56,57.67,429.23
1961,99,215.76,38.44,254.2
1961,100,121.71,39.39,161.1
1961,101,72.51,16.26,88.77
1961,102,45.46,12.36,57.82
1961,103,29.59,4,33.59
1961,104,15.59,3,18.59
1961,105,7.89,0,7.89
1961,106,4.27,0,4.27
1961,107,0,0,0
1961,108,1,1,2
1961,109,0,0,0
1961,110+,0,0,0
1962,0,9114,12705,21819
1962,1,598,728,1326
1962,2,309,423,732
1962,3,268,300,568
1962,4,189,258,447
1962,5,190.86,214.28,405.14
1962,6,131.7,194.28,325.98
1962,7,115.96,192.03,307.99
1962,8,95.67,153.56,249.23
1962,9,80.81,152.85,233.66
1962,10,87.33,146.06,233.39
1962,11,84.08,160.87,244.95
1962,12,110.02,152.44,262.46
1962,13,104.13,198.77,302.9
1962,14,113.44,234.86,348.3
1962,15,134.92,270.47,405.39
1962,16,119.54,307.72,427.26
1962,17,137.28,396.39,533.67
1962,18,165.14,441.47,606.61
1962,19,147.12,429.95,577.07
1962,20,163.18,388.02,551.2
1962,21,159.15,334.36,493.51
1962,22,167.96,382.15,550.11
1962,23,173.6,363.39,536.99
1962,24,167.11,358.07,525.18
1962,25,188.57,339,527.57
1962,26,199.41,304.37,503.78
1962,27,185.71,303.97,489.68
1962,28,208.52,321.8,530.32
1962,29,238.79,363.86,602.65
1962,30,272.51,370.7,643.21
1962,31,287.47,374.48,661.95
1962,32,307.61,406.73,714.34
1962,33,307.95,428.45,736.4
1962,34,351.47,504.65,856.12
1962,35,412.31,543.79,956.1
1962,36,451.94,598.78,1050.72
1962,37,473.49,655.09,1128.58
1962,38,586.94,762.71,1349.65
1962,39,643.32,854.64,1497.96
1962,40,683.51,991.04,1674.55
1962,41,827.13,1092.56,1919.69
1962,42,938.07,1275.33,2213.4
1962,43,769.34,995.38,1764.72
1962,44,814.95,1088.67,1903.62
1962,45,962.98,1367.41,2330.39
1962,46,1084.85,1584.25,2669.1
1962,47,1352.66,1940.34,3293
1962,48,1444.41,2160.7,3605.11
1962,49,1577.1,2325.32,3902.42
1962,50,1701.79,2632.89,4334.68
1962,51,1774.76,3018.17,4792.93
1962,52,2010.06,3395.82,5405.88
1962,53,2204.7,3751.85,5956.55
1962,54,2378.68,4101.27,6479.95
1962,55,2458.21,4508,6966.21
1962,56,2716.17,5063.75,7779.92
1962,57,2917.76,5625.46,8543.22
1962,58,3250.99,6036.1,9287.09
1962,59,3419.86,6542.7,9962.56
1962,60,3661.9,6744.31,10406.21
1962,61,4070.28,7443.25,11513.53
1962,62,4647.53,7817.6,12465.13
1962,63,4575.64,7598.34,12173.98
1962,64,4992.64,7765.49,12758.13
1962,65,5274.57,7948.91,13223.48
1962,66,5552.72,7824.15,13376.87
1962,67,6166.13,8674.09,14840.22
1962,68,6627.81,8726.74,15354.55
1962,69,7098.78,9198.09,16296.87
1962,70,7456.7,9090.01,16546.71
1962,71,7782.29,9144.98,16927.27
1962,72,8580.24,9764.88,18345.12
1962,73,9301.55,9580.7,18882.25
1962,74,9883.21,9873.44,19756.65
1962,75,10115.63,9557.19,19672.82
1962,76,10705.38,9575.27,20280.65
1962,77,10802.87,9448.78,20251.65
1962,78,11091.09,9115.7,20206.79
1962,79,11316.04,8816.04,20132.08
1962,80,10998.02,8474.11,19472.13
1962,81,11144.27,7855.11,18999.38
1962,82,11056.05,7820.36,18876.41
1962,83,10249.39,6926.84,17176.23
1962,84,10157.28,6605.57,16762.85
1962,85,9169.89,5725.2,14895.09
1962,86,8487.93,5104.33,13592.26
1962,87,7418.59,4359.63,11778.22
1962,88,6092.85,3205.1,9297.95
1962,89,5161.73,2646.73,7808.46
1962,90,4281.66,1982.35,6264.01
1962,91,3329.44,1497.26,4826.7
1962,92,2647.51,1178.29,3825.8
1962,93,2069.87,761.43,2831.3
1962,94,1518.54,538.69,2057.23
1962,95,1046.22,351.01,1397.23
1962,96,805.85,234.14,1039.99
1962,97,500.13,131.04,631.17
1962,98,360.09,71.7,431.79
1962,99,204.71,40.11,244.82
1962,100,155.5,24.37,179.87
1962,101,86.54,14.25,100.79
1962,102,43.46,3.37,46.83
1962,103,24.18,5,29.18
1962,104,17.01,2,19.01
1962,105,4.33,0,4.33
1962,106,1,0,1
1962,107,2,0,2
1962,108,0,0,0
1962,109,0,0,0
1962,110+,0,0,0
1963,0,9160,12408,21568
1963,1,629,788,1417
1963,2,337,437,774
1963,3,255,324,579
1963,4,228,298,526
1963,5,170,235,405
1963,6,129,223,352
1963,7,114,205,319
1963,8,110,182,292
1963,9,80,175,255
1963,10,83,170,253
1963,11,69,130,199
1963,12,99,151,250
1963,13,107,166,273
1963,14,97,196,293
1963,15,120,241,361
1963,16,157,375,532
1963,17,139,372,511
1963,18,148,434,582
1963,19,150,453,603
1963,20,143,439,582
1963,21,167,392,559
1963,22,147,347,494
1963,23,169,342,511
1963,24,134,368,502
1963,25,190,324,514
1963,26,188,363,551
1963,27,205,343,548
1963,28,188,344,532
1963,29,242,351,593
1963,30,237,359,596
1963,31,250,382,632
1963,32,329,448,777
1963,33,342,434,776
1963,34,361,480,841
1963,35,391,524,915
1963,36,457,559,1016
1963,37,448,697,1145
1963,38,570,733,1303
1963,39,632,809,1441
1963,40,647,964,1611
1963,41,762,1031,1793
1963,42,963,1362,2325
1963,43,1044,1402,2446
1963,44,808,1149,1957
1963,45,865,1269,2134
1963,46,1045,1453,2498
1963,47,1283,1922,3205
1963,48,1448,2156,3604
1963,49,1759,2400,4159
1963,50,1711,2791,4502
1963,51,1799,2924,4723
1963,52,2084,3415,5499
1963,53,2157,3742,5899
1963,54,2414,4220,6634
1963,55,2522,4607,7129
1963,56,2799,5151,7950
1963,57,2948,5683,8631
1963,58,3185,6133,9318
1963,59,3595,6866,10461
1963,60,3737,7102,10839
1963,61,3943,7205,11148
1963,62,4713,8353,13066
1963,63,4949,8419,13368
1963,64,5051,8322,13373
1963,65,5388,8358,13746
1963,66,5648,8239,13887
1963,67,6456,8680,15136
1963,68,6947,9101,16048
1963,69,7226,9182,16408
1963,70,7832,9500,17332
1963,71,7890,9227,17117
1963,72,8870,9832,18702
1963,73,9510,9956,19466
1963,74,10050,9978,20028
1963,75,10415,9744,20159
1963,76,10741,9804,20545
1963,77,10989,9607,20596
1963,78,11576,9626,21202
1963,79,11490,9075,20565
1963,80,11651,8481,20132
1963,81,11210,8118,19328
1963,82,11772,8171,19943
1963,83,11131,7372,18503
1963,84,10154,6528,16682
1963,85,9514,5746,15260
1963,86,8644,5230,13874
1963,87,7730,4441,12171
1963,88,6616,3635,10251
1963,89,5501,2918,8419
1963,90,4434,2110,6544
1963,91,3526,1590,5116
1963,92,2896,1228,4124
1963,93,2192,822,3014
1963,94,1610,564,2174
1963,95,1107,378,1485
1963,96,829,242,1071
1963,97,564,124,688
1963,98,388,84,472
1963,99,210,52,262
1963,100,155,25,180
1963,101,87,15,102
1963,102,37,9,46
1963,103,21,3,24
1963,104,18,3,21
1963,105,8,0,8
1963,106,6,1,7
1963,107,1,0,1
1963,108,3,0,3
1963,109,0,0,0
1963,110+,1,0,1
1964,0,8866.1,11991,20857.1
1964,1,566.01,684,1250.01
1964,2,335.01,406,741.01
1964,3,244.01,289,533.01
1964,4,197,262,459
1964,5,171,247,418
1964,6,126,196,322
1964,7,123,187,310
1964,8,109,163,272
1964,9,90,161,251
1964,10,85,139,224
1964,11,86,143,229
1964,12,99,155,254
1964,13,111.01,167,278.01
1964,14,104,200,304
1964,15,124,229,353
1964,16,192,400,592
1964,17,159,524,683
1964,18,159,463,622
1964,19,188,474,662
1964,20,183,438,621
1964,21,175,422,597
1964,22,148,345,493
1964,23,153,364,517
1964,24,151,344,495
1964,25,198,368,566
1964,26,185,329,514
1964,27,185,324,509
1964,28,198,360,558
1964,29,240,343,583
1964,30,235,359,594
1964,31,224,382,606
1964,32,272,409,681
1964,33,309,444,753
1964,34,320,470,790
1964,35,339,512,851
1964,36,361,591,952
1964,37,458,634,1092
1964,38,522.01,751,1273.01
1964,39,523.01,835,1358.01
1964,40,647.01,912,1559.01
1964,41,683,1009,1692
1964,42,912.01,1189,2101.01
1964,43,1006.01,1358,2364.01
1964,44,1126.01,1532,2658.01
1964,45,842,1279,2121
1964,46,992.01,1379,2371.01
1964,47,1167.01,1719,2886.01
1964,48,1271.01,1850,3121.01
1964,49,1600.01,2421,4021.01
1964,50,1687.01,2656,4343.01
1964,51,1735.02,2841,4576.02
1964,52,1916.01,3329,5245.01
1964,53,2189.01,3645,5834.01
1964,54,2427.02,4094,6521.02
1964,55,2409.02,4454,6863.02
1964,56,2718.02,4942,7660.02
1964,57,2833.02,5386,8219.02
1964,58,3124.02,5999,9123.02
1964,59,3375.02,6414,9789.02
1964,60,3706.02,6733,10439.02
1964,61,3779.03,7025,10804.03
1964,62,4158.03,7820,11978.03
1964,63,4678.03,8411,13089.03
1964,64,4995.04,8661,13656.04
1964,65,5225.04,8164,13389.04
1964,66,5398.03,7846,13244.03
1964,67,6037.04,8438,14475.04
1964,68,6353.05,8461,14814.05
1964,69,6799.04,8746,15545.04
1964,70,7281.05,8761,16042.05
1964,71,7413.04,8774,16187.04
1964,72,8063.06,9242,17305.06
1964,73,8861.06,9194,18055.06
1964,74,9432.06,9309,18741.06
1964,75,9509.06,9084,18593.06
1964,76,9786.06,9060,18846.06
1964,77,9914.06,8637,18551.06
1964,78,10255.07,8659,18914.07
1964,79,10510.07,8323,18833.07
1964,80,10558.05,7711,18269.05
1964,81,10327.06,7118,17445.06
1964,82,10201.06,7025,17226.06
1964,83,10239.07,6390,16629.07
1964,84,9667.07,6064,15731.07
1964,85,8586.05,5178,13764.05
1964,86,7887.05,4610,12497.05
1964,87,6961.04,3811,10772.04
1964,88,5929.03,3177,9106.03
1964,89,5216.03,2613,7829.03
1964,90,4046.02,1915,5961.02
1964,91,3264.02,1370,4634.02
1964,92,2640.02,1087,3727.02
1964,93,1990.01,788,2778.01
1964,94,1512.01,523,2035.01
1964,95,1016.01,344,1360.01
1964,96,796.01,234,1030.01
1964,97,510,141,651
1964,98,348,102,450
1964,99,201.01,58,259.01
1964,100,148,20,168
1964,101,90,14,104
1964,102,47,9,56
1964,103,34,2,36
1964,104,10,2,12
1964,105,5,0,5
1964,106,1,1,2
1964,107,0,0,0
1964,108,1,0,1
1964,109,0,0,0
1964,110+,0,1,1
1965,0,8247.1,11324,19571.1
1965,1,583.01,671,1254.01
1965,2,350.01,407,757.01
1965,3,250.01,354,604.01
1965,4,231,280,511
1965,5,175.01,255,430.01
1965,6,138,230,368
1965,7,121.01,202,323.01
1965,8,91,183,274
1965,9,87,170,257
1965,10,90,153,243
1965,11,123,145,268
1965,12,96,163,259
1965,13,103,182,285
1965,14,123,178,301
1965,15,112.01,235,347.01
1965,16,165,369,534
1965,17,181,525,706
1965,18,181,567,748
1965,19,199,442,641
1965,20,160,421,581
1965,21,174,404,578
1965,22,171,374,545
1965,23,162,345,507
1965,24,166,354,520
1965,25,187.01,345,532.01
1965,26,188,340,528
1965,27,191,341,532
1965,28,215,349,564
1965,29,214,363,577
1965,30,245,371,616
1965,31,222,338,560
1965,32,232.01,405,637.01
1965,33,284,412,696
1965,34,329.01,478,807.01
1965,35,368.01,535,903.01
1965,36,380,603,983
1965,37,458.01,630,1088.01
1965,38,528.01,716,1244.01
1965,39,581,771,1352
1965,40,665.01,879,1544.01
1965,41,737,1052,1789
1965,42,867.01,1157,2024.01
1965,43,901.01,1322,2223.01
1965,44,1064.01,1520,2584.01
1965,45,1178.01,1739,2917.01
1965,46,1020,1436,2456
1965,47,1031,1493,2524
1965,48,1180,1877,3057
1965,49,1470.01,2211,3681.01
1965,50,1677.01,2599,4276.01
1965,51,1750.01,2992,4742.01
1965,52,2006.02,3292,5298.02
1965,53,2155.02,3616,5771.02
1965,54,2306.01,4183,6489.01
1965,55,2473.02,4412,6885.02
1965,56,2588.02,4927,7515.02
1965,57,2967.02,5412,8379.02
1965,58,3206.02,5915,9121.02
1965,59,3449.02,6410,9859.02
1965,60,3623.03,6997,10620.03
1965,61,3893.03,7270,11163.03
1965,62,4316.03,8248,12564.03
1965,63,4542.03,8250,12792.03
1965,64,5112.04,9087,14199.04
1965,65,5493.03,9145,14638.03
1965,66,5417.04,8404,13821.04
1965,67,6041.04,8828,14869.04
1965,68,6554.03,8900,15454.03
1965,69,6953.04,9007,15960.04
1965,70,7466.06,9007,16473.06
1965,71,7471.05,8980,16451.05
1965,72,8844.06,9624,18468.06
1965,73,8784.06,9498,18282.06
1965,74,9432.07,9586,19018.07
1965,75,9658.06,9228,18886.06
1965,76,10216.07,9229,19445.07
1965,77,10364.07,8908,19272.07
1965,78,10635.06,8917,19552.06
1965,79,10779.06,8512,19291.06
1965,80,10890.07,8135,19025.07
1965,81,10330.05,7370,17700.05
1965,82,10389.07,7141,17530.07
1965,83,10285.07,6611,16896.07
1965,84,10023.06,6231,16254.06
1965,85,9176.06,5298,14474.06
1965,86,8336.04,4688,13024.04
1965,87,7499.03,4020,11519.03
1965,88,6379.03,3355,9734.03
1965,89,5470.03,2793,8263.03
1965,90,4518.03,2151,6669.03
1965,91,3671.02,1600,5271.02
1965,92,2933.02,1257,4190.02
1965,93,2265.02,828,3093.02
1965,94,1661.01,583,2244.01
1965,95,1195.01,379,1574.01
1965,96,818.01,266,1084.01
1965,97,544.01,165,709.01
1965,98,372,90,462
1965,99,227,46,273
1965,100,148,37,185
1965,101,109,19,128
1965,102,39.01,7,46.01
1965,103,28,4,32
1965,104,12,1,13
1965,105,10,1,11
1965,106,5,1,6
1965,107,1,0,1
1965,108,0,0,0
1965,109,1,0,1
1965,110+,0,0,0
1966,0,8135.05,11099,19234.05
1966,1,603.01,726,1329.01
1966,2,336,471,807
1966,3,253,350,603
1966,4,232,305,537
1966,5,161,258,419
1966,6,134,203,337
1966,7,114,164,278
1966,8,109,193,302
1966,9,94,169,263
1966,10,91,141,232
1966,11,106,153,259
1966,12,93,163,256
1966,13,87,171,258
1966,14,98,193,291
1966,15,154,228,382
1966,16,130,429,559
1966,17,186,480,666
1966,18,182,535,717
1966,19,235,597,832
1966,20,183,433,616
1966,21,151,404,555
1966,22,169,432,601
1966,23,178,384,562
1966,24,172,336,508
1966,25,168,299,467
1966,26,191,343,534
1966,27,195,325,520
1966,28,223,331,554
1966,29,200,393,593
1966,30,217,353,570
1966,31,234.01,402,636.01
1966,32,235,372,607
1966,33,282,418,700
1966,34,337,473,810
1966,35,367.01,539,906.01
1966,36,367,571,938
1966,37,435,566,1001
1966,38,476,709,1185
1966,39,535,779,1314
1966,40,625,885,1510
1966,41,640,964,1604
1966,42,801,1158,1959
1966,43,914,1258,2172
1966,44,963.01,1422,2385.01
1966,45,1193,1723,2916
1966,46,1301,1917,3218
1966,47,1094.01,1645,2739.01
1966,48,1123,1656,2779
1966,49,1355,2058,3413
1966,50,1661,2484,4145
1966,51,1820,2804,4624
1966,52,2021.01,3351,5372.01
1966,53,2171.01,3725,5896.01
1966,54,2381,4029,6410
1966,55,2458,4330,6788
1966,56,2700.01,4855,7555.01
1966,57,2936.01,5465,8401.01
1966,58,3250.01,6202,9452.01
1966,59,3380.01,6423,9803.01
1966,60,3603.01,6874,10477.01
1966,61,3937.01,7290,11227.01
1966,62,4365.01,8100,12465.01
1966,63,4633.01,8588,13221.01
1966,64,5021.02,9123,14144.02
1966,65,5642.02,9307,14949.02
1966,66,5855.02,9484,15339.02
1966,67,5989.02,9153,15142.02
1966,68,6575.02,9131,15706.02
1966,69,7169.02,9257,16426.02
1966,70,7668.03,9168,16836.03
1966,71,7781.02,9258,17039.02
1966,72,8611.03,9676,18287.03
1966,73,9111.03,9869,18980.03
1966,74,9622.03,9755,19377.03
1966,75,9860.03,9635,19495.03
1966,76,10606.03,9438,20044.03
1966,77,10510.03,9129,19639.03
1966,78,11206.04,8856,20062.04
1966,79,11080.03,8715,19795.03
1966,80,11312.03,8125,19437.03
1966,81,11098.03,7761,18859.03
1966,82,10823.03,7428,18251.03
1966,83,10823.03,6744,17567.03
1966,84,10253.03,6281,16534.03
1966,85,9654.03,5539,15193.03
1966,86,8805.03,5015,13820.03
1966,87,7692.02,4297,11989.02
1966,88,6817.02,3357,10174.02
1966,89,6003.02,2965,8968.02
1966,90,5008.02,2314,7322.02
1966,91,3880.01,1772,5652.01
1966,92,3139.01,1350,4489.01
1966,93,2469.01,984,3453.01
1966,94,1780,634,2414
1966,95,1317,438,1755
1966,96,952,293,1245
1966,97,575.01,160,735.01
1966,98,436,124,560
1966,99,254,57,311
1966,100,189,24,213
1966,101,101,17,118
1966,102,67,13,80
1966,103,35,1,36
